ScientificName,latitude,longitude
Antipathes furcata,29,-86
Antipathes furcata,24,-83
Antipathes furcata,29,-85
Aquaumbridae,24,-82
Bathypathes,24,-82
Bebryce,29,-85
Bebryce,26,-85
Elatopathes,28,-85
Elatopathes,26,-84
Elatopathes,29,-86
Hypnogorgia pendula,29,-85
Hypnogorgia pendula,28,-84
Hypnogorgia pendula,24,-83
Hypnogorgia pendula,28,-85
Hypnogorgia pendula,25,-81
Hypnogorgia pendula,26,-84
Madracis,25,-84
Madrepora,28,-85
Nicella,28,-85
Nicella,25,-81
Nicella,29,-86
Paragorgia,24,-82
Paramuricea,28,-85
Paramuricea,29,-86
Porifera,25,-81
Porifera,29,-86
Porifera,29,-85
Porifera,24,-82
Porifera,28,-85
Scleraxonia,24,-82
Stichopathes,28,-84
Stylaster,25,-81
Stylaster,24,-83
Stylaster,28,-85
Swiftia,29,-85
Swiftia,26,-84
Swiftia,28,-84
Tanacetipathes,29,-86
Tanacetipathes,28,-85
Tanacetipathes,29,-85
Thesea,28,-84
Thesea,29,-85
Thesea,24,-83
Thesea rubra,29,-85
Acanella arbuscula,23,-87
Muriceides hirta,28,-94
Oculina diffusa,28,-92
Oculina diffusa,28,-93
Paramuricea multispina,19,-96
Radicipes verrilli,52,-174
Radicipes stonei,52,-174
Keratoisididae,52,-174
Heteropolypus,52,-174
Trissopathes pseudotristicha,52,-174
Farrea,52,-174
Chondrocladia (Chondrocladia) concrescens,52,-174
Acanthogorgia,52,-174
Cladorhiza corona,52,-174
Asbestopluma (Asbestopluma) ramosa,52,-174
Parantipathes,52,-174
Calcigorgia beringi,52,-174
Esperiopsis flagrum,52,-174
Isidella tentaculum,52,-174
Chrysogorgiidae,52,-174
Pinulasma fistulosom,52,-174
Radicipes stonei,51,-177
Plumarella,51,-177
Nephtheidae,51,-177
Demospongiae,51,-177
Plumarella (Dicholaphis) aleutiana,51,-177
Hexactinellida,51,-177
Pennatulacea,51,-177
Trissopathes pseudotristicha,51,-177
Antipatharia,51,-177
Keratoisididae,51,-177
Plumarella (Dicholaphis) profunda,51,-177
Farrea,51,-177
Heteropolypus,51,-177
Asbestopluma,51,-177
Acanthogorgia,51,-177
Paragorgia pacifica,51,-177
Keratoisis,51,-177
Swiftia,51,-177
Alcyonacea,51,-177
Pinulasma fistulosom,51,-177
Asbestopluma (Asbestopluma) ramosa,51,-177
Acanthogorgia,52,-177
Farrea,52,-177
Asbestopluma (Asbestopluma) ramosa,52,-177
Euchelipluma elongata,51,-178
Hexactinellida,51,-178
Stylasteridae,51,-178
Heteropolypus,51,-178
Farrea,51,-178
Demospongiae,51,-178
Asbestopluma,51,-178
Scleractinia,51,-178
Acanthogorgia,51,-178
Calcigorgia beringi,51,-178
Paragorgia pacifica,51,-178
Pennatulacea,51,-178
Chondrocladia (Chondrocladia) concrescens,51,-178
Cladorhiza bathycrinoides,51,-178
Distichopora borealis,51,-178
Arthrogorgia,51,-178
Callogorgia,51,-178
Paragorgia,51,-178
Keratoisididae,51,-178
Swiftia,51,-178
Swiftia,52,-178
Chondrocladia (Chondrocladia) concrescens,52,-178
Parantipathes,52,-178
Farrea,52,-178
Calcigorgia beringi,52,-178
Pinulasma fistulosom,52,-178
Asbestopluma (Asbestopluma) ramosa,52,-178
Isidella tentaculum,52,-178
Heteropolypus,52,-178
Heteropolypus,52,-180
Paragorgia,52,-180
Antipatharia,52,-180
Farrea,52,-180
Chondrocladia (Chondrocladia) concrescens,52,-180
Demospongiae,54,-167
Demospongiae,55,-167
Balticina,56,-169
Primnoidae,56,-169
Calcarea,56,-169
Plexauridae,56,-169
Keratoisididae,56,-169
Balticina,56,-170
Demospongiae,56,-170
Plumarella (Dicholaphis) aleutiana,56,-169
Demospongiae,56,-171
Swiftia,56,-171
Keratoisididae,56,-171
Plexauridae,56,-171
Plumarella,56,-171
Demospongiae,56,-172
Keratoisididae,56,-172
Balticina,56,-172
Gersemia,56,-172
Demospongiae,57,-172
Demospongiae,57,-173
Hexactinellida,56,-173
Plexauridae,56,-173
Demospongiae,56,-173
Swiftia,57,-174
Hexactinellida,57,-174
Demospongiae,57,-174
Demospongiae,58,-174
Balticina,58,-174
Balticina,57,-174
Swiftia,57,-173
Plexauridae,57,-173
Demospongiae,59,-174
Hexactinellida,59,-174
Demospongiae,59,-175
Balticina,59,-175
Hexactinellida,59,-175
Demospongiae,58,-175
Demospongiae,58,-176
Balticina,58,-176
Demospongiae,59,-178
Balticina,55,-166
Demospongiae,55,-166
Acanthogorgia,53,-169
Acanthogorgiidae,53,-171
Acanthogorgiidae,52,-172
Alaskagorgia aleutiana,53,-170
Alaskagorgia aleutiana,51,179
Alaskagorgia aleutiana,53,-179
Alaskagorgia aleutiana,52,180
Alaskagorgia aleutiana,53,174
Alaskagorgia aleutiana,51,-179
Alaskagorgia aleutiana,52,-173
Alcyoniina,53,-179
Alcyoniina,54,-167
Alcyoniina,52,-179
Alcyoniina,52,-176
Alcyoniina,53,-171
Alcyoniina,53,-170
Alcyoniina,52,-170
Antipatharia,53,-180
Antipatharia,54,180
Arthrogorgia,53,-179
Arthrogorgia,52,176
Arthrogorgia,52,-174
Arthrogorgia,52,-175
Calcarea,52,179
Calcarea,52,180
Calcarea,52,178
Calcarea,52,176
Calcarea,53,173
Calcarea,52,-179
Calcarea,53,-171
Calcarea,53,-170
Calcigorgia,52,179
Calcigorgia,52,180
Calcigorgia,53,-180
Calcigorgia,51,179
Calcigorgia,52,178
Calcigorgia,52,176
Calcigorgia,53,173
Calcigorgia,54,-167
Calcigorgia,55,179
Demospongiae,53,-169
Demospongiae,52,179
Demospongiae,52,180
Demospongiae,53,-179
Demospongiae,53,-180
Demospongiae,52,178
Demospongiae,52,177
Demospongiae,52,176
Demospongiae,53,174
Demospongiae,53,173
Demospongiae,53,172
Demospongiae,53,171
Demospongiae,51,-179
Demospongiae,52,-179
Demospongiae,55,179
Demospongiae,54,179
Demospongiae,54,180
Demospongiae,52,-170
Demospongiae,53,-168
Callogorgia,53,-180
Balticina,53,174
Balticina,53,172
Balticina,54,-167
Balticina,52,-175
Balticina,54,-166
Balticina,53,-180
Balticina,55,179
Balticina,52,-176
Balticina,52,-173
Balticina,53,-171
Balticina,52,-170
Balticina willemoesi,51,-179
Hexactinellida,53,-180
Hexactinellida,55,179
Hexactinellida,54,180
Keratoisididae,53,-170
Keratoisididae,53,-171
Keratoisididae,52,179
Keratoisididae,53,-180
Keratoisididae,52,178
Keratoisididae,52,176
Keratoisididae,53,-172
Keratoisididae,54,-167
Keratoisididae,55,179
Muriceides,53,-179
Muriceides,52,174
Muriceides,53,173
Muriceides,54,180
Paragorgia,52,179
Paragorgia,53,-179
Paragorgia,52,177
Paragorgia,52,-173
Paragorgia,55,179
Pennatulacea,53,-169
Pennatulacea,53,-172
Pennatulacea,52,179
Pennatulacea,52,180
Pennatulacea,53,-180
Pennatulacea,51,179
Pennatulacea,52,178
Pennatulacea,52,177
Pennatulacea,52,174
Pennatulacea,52,-172
Pennatulacea,51,-179
Pennatulacea,52,-179
Pennatulacea,52,-170
Plexauridae,51,179
Plexauridae,52,180
Plexauridae,53,-179
Plexauridae,53,-180
Plexauridae,52,177
Plexauridae,53,174
Plexauridae,53,172
Plexauridae,54,-167
Plexauridae,52,-175
Plexauridae,51,-179
Plexauridae,55,179
Plexauridae,54,180
Plexauridae,52,-170
Plumarella,53,-179
Plumarella,52,174
Plumarella,53,172
Plumarella,55,179
Plumarella,54,180
Primnoa pacifica,52,-174
Primnoa pacifica,52,-175
Primnoidae,53,-169
Primnoidae,53,-170
Primnoidae,53,-172
Primnoidae,52,-173
Primnoidae,52,179
Primnoidae,52,-180
Primnoidae,53,-179
Primnoidae,53,-180
Primnoidae,52,178
Primnoidae,52,177
Primnoidae,52,176
Primnoidae,52,174
Primnoidae,53,174
Primnoidae,53,173
Primnoidae,53,172
Primnoidae,54,-166
Primnoidae,54,-167
Primnoidae,52,-174
Primnoidae,52,-175
Primnoidae,51,-179
Primnoidae,55,179
Primnoidae,54,180
Primnoidae,52,-170
Stylasteridae,53,-171
Stylasteridae,52,-172
Stylasteridae,52,179
Stylasteridae,52,180
Stylasteridae,52,-180
Stylasteridae,53,-179
Stylasteridae,53,-180
Stylasteridae,52,177
Stylasteridae,52,174
Stylasteridae,53,173
Stylasteridae,53,172
Stylasteridae,55,179
Stylasteridae,54,180
Swiftia,52,179
Swiftia,52,174
Swiftia,53,173
Thouarella,55,179
Gersemia rubiformis,66,-170
Gersemia cf. rubiformis,68,-167
Gersemia cf. rubiformis,71,-175
Gersemia cf. rubiformis,72,-176
Gersemia cf. rubiformis,67,-169
Gersemia cf. rubiformis,70,-166
Gersemia cf. rubiformis,70,-168
Gersemia cf. rubiformis,68,-168
Halichondria (Eumastia) sitiens,66,-168
Halichondria (Eumastia) sitiens,71,-175
Halichondria (Halichondria) panicea,66,-168
Halichondria (Halichondria) panicea,66,-170
Haliclona (Reniera) aquaeductus,71,-175
Hymeniacidon assimilis,66,-168
Hymeniacidon assimilis,66,-170
Hymeniacidon assimilis,72,-175
Hymeniacidon assimilis,72,-176
Hymeniacidon assimilis,71,-167
Porifera,68,-167
Porifera,67,-171
Suberites ficus,72,-176
Thesea grandiflora,24,-81
Calyptrophora trilepis,24,-81
Iridogorgia pourtalesii,24,-81
Placogorgia rudis,25,-81
Chrysogorgia squamata,-8,-14
Lepidisis cornucopia,23,-82
Lepidisis longiflora,23,-82
Thesea rugosa,26,-84
Ptilella grandis,45,-57
Paragorgia arborea var. pallida,42,-63
Balticina finmarchica,43,-66
Balticina finmarchica,44,-59
Flabellum (Ulocyathus) alabastrum,44,-58
Pennatula aculeata,44,-54
Lepidisis longiflora,12,-62
Acanella,12,-62
Paramuricea,13,-60
Placogorgia rudis,13,-60
Chrysogorgia squamata,13,-61
Lepidisis caryophyllia,14,-61
Lepidisis simplex,14,-61
Iridogorgia pourtalesii,15,-61
Lepidisis longiflora,15,-61
Thesea gracilis,16,-62
Lepidisis caryophyllia,16,-62
Keratoisis flexibilis,18,-65
Lepidisis longiflora,18,-65
Metallogorgia splendens,18,-65
Deltocyathus,42,-70
Anthoptilum murrayi,43,-64
Anthoptilum murrayi,43,-61
Flabellum (Ulocyathus) alabastrum,43,-61
Balticina finmarchica,44,-60
Flabellum (Ulocyathus) alabastrum,44,-59
Ptilella grandis,44,-59
Ptilella grandis,44,-58
Flabellum (Ulocyathus) alabastrum,44,-53
Anthoptilum murrayi,44,-58
Anthoptilum grandiflorum,44,-58
Balticina finmarchica,45,-54
Ptilella grandis,45,-54
Anthoptilum grandiflorum,45,-54
Fungiacyathus (Bathyactis) symmetricus,40,-71
Lepidisis caryophyllia,41,-66
Balticina finmarchica,42,-51
Umbellula guentheri,38,-71
Deltocyathus italicus,39,-73
Premocyathus cornuformis,40,-69
Anthoptilum grandiflorum,41,-66
Radicipes,42,-66
Fungiacyathus (Bathyactis) symmetricus,42,-66
Astrangia poculata,35,-75
Renilla reniformis,35,-75
Umbellula,37,-72
Pennatula aculeata,39,-72
Scleroptilum grandiflorum,39,-70
Umbellula lindahli,40,-67
Premocyathus cornuformis,40,-67
Scleroptilum grandiflorum,41,-65
Anthoptilum murrayi,42,-66
Balticina finmarchica,45,-56
Anthoptilum grandiflorum,37,-74
Premocyathus cornuformis,37,-74
Anthoptilum murrayi,41,-66
Astrangia rathbuni,-24,-45
Caryophyllia (Caryophyllia) ambrosia,47,-8
Flabellum (Flabellum) chunii,37,-25
Flabellum (Ulocyathus) macandrewi,37,-25
Caryophyllia (Caryophyllia) ambrosia,37,-25
Flabellum (Ulocyathus) macandrewi,37,-26
Flabellum (Flabellum) chunii,38,-26
Flabellum (Ulocyathus) macandrewi,38,-26
Flabellum (Ulocyathus) macandrewi,48,-8
Caryophyllia (Caryophyllia) sarsiae,49,-10
Paragorgia,37,-75
Lophelia pertusa,40,-67
Swiftia cf. pallida,40,-67
Caryophyllia (Caryophyllia) ambrosia,40,-67
Balticina finmarchica,40,-67
Paragorgia cf. johnsoni,40,-67
Paragorgia,40,-67
Telopathes magnus,40,-67
Desmophyllum,34,-63
Desmophyllum dianthus,34,-63
Paramuricea nr. biscaya,34,-63
Metallogorgia,34,-63
Eknomisis dalioi,34,-63
Paragorgia,34,-63
Enallopsammia,34,-63
Acanella arbuscula,34,-63
Chrysogorgia tricaulis,36,-52
Lophelia pertusa,38,-61
Parantipathes hirondelle,38,-61
Parantipathes cf. hirondelle,38,-61
Paragorgia,38,-60
Lepidisis,38,-61
Keratoisididae,38,-61
Metallogorgia,38,-61
Iridogorgia magnispiralis,38,-61
Iridogorgia,38,-61
Acanthogorgia cf. armata,38,-61
Acanthogorgia,38,-61
Isidella,38,-61
Keratoisis,38,-61
Paragorgia coralloides,38,-61
Lepidisis,39,-64
Paragorgia johnsoni,39,-64
Paramuricea biscaya,39,-64
Caryophyllia,39,-64
Chrysogorgia,39,-64
Iridogorgia magnispiralis,39,-64
Iridogorgia,39,-64
Chrysogorgia tricaulis,39,-64
Paragorgia,39,-64
Coralliidae,39,-64
Caryophyllia,39,-61
Desmophyllum dianthus,40,-67
Desmophyllum,40,-67
Paramuricea,38,-61
Acanella arbuscula,38,-61
Paramuricea cf. biscaya,38,-61
Paragorgia cf. johnsoni,38,-61
Hemicorallium bathyrubrum,39,-64
Calyptrophora microdentata,39,-64
Chrysogorgia artospira,39,-64
Swiftia,39,-64
Acanella,39,-64
Metallogorgia,39,-65
Bathypathes,39,-65
Paramuricea biscaya,39,-65
Acanthogorgia,40,-66
Acanthogorgia cf. armata,40,-66
Metallogorgia,40,-66
Paramuricea biscaya,40,-66
Telopathes magnus,40,-66
Paragorgia johnsoni,40,-67
Pennatula,40,-67
Radicipes,40,-67
Chrysogorgia tricaulis,40,-67
Metallogorgia,40,-67
Lepidisis,40,-68
cf. Primnoa,40,-67
Primnoa,40,-67
Primnoa resedaeformis,40,-67
Chrysogorgia abludo,34,-57
Metallogorgia,34,-57
Paramuricea biscaya,35,-57
Chrysogorgia tricaulis,35,-57
Iridogorgia fontinalis,35,-51
Chrysogorgia artospira,35,-51
Chrysogorgia tricaulis,35,-51
Paramuricea biscaya,35,-48
Chrysogorgia tricaulis,35,-48
Paramuricea biscaya,35,-51
Paramuricea,36,-52
Paramuricea biscaya,36,-52
Chrysogorgia artospira,36,-52
Acanthogorgia cf. armata,37,-60
Iridogorgia splendens,37,-60
Paramuricea biscaya,38,-60
Chrysogorgia tricaulis,39,-65
Acanella,40,-66
Coralliidae,40,-66
Desmophyllum dianthus,40,-66
Keratoisis,40,-66
Umbellula,-63,-59
Anthothela,-63,-52
Callogorgia,-62,-44
Umbellula,-61,-43
Paragorgia,-61,-44
Flabellum,-61,-47
cf. Flabellum,-60,-47
Umbellula,-60,-45
Callogorgia,-60,-46
Callogorgia,-60,-47
Umbellula,-60,-47
Flabellum,-60,-47
Javania,-62,-56
Flabellum,-62,-61
Callogorgia,-62,-56
Umbellula,-62,-55
Flabellum,-62,-58
Javania,-62,-59
Caryophyllia,-62,-57
Flabellum,-61,-56
Umbellula,-61,-56
Flabellum,-61,-55
Astrangia poculata,41,-73
Umbellula guentheri,24,-77
Paramuricea,35,-51
Paragorgia pacifica,50,-124
Rhodaniridogorgia fragilis,34,-57
Pennatula aculeata,38,-70
Chrysogorgia tricaulis,34,-57
Chrysogorgia abludo,35,-50
Acanthogorgia,40,-67
Chrysogorgia averta,35,-48
Antipatharia,18,-64
Antipatharia,18,-65
Antipatharia,18,-66
Antipatharia,19,-65
Antipathes,18,-66
Antipathes,18,-64
Antipathes,18,-65
Antipathes,19,-65
Antipathes furcata,19,-65
Antipathes furcata,18,-64
Antipathes furcata,18,-65
Antipathes furcata,18,-66
Plexauridae,18,-66
Callogorgia,18,-64
Callogorgia,18,-66
Callogorgia,19,-65
Nephtheidae,18,-65
Plexauridae,18,-64
Stichopathes,19,-65
Stichopathes,18,-66
Stichopathes,18,-65
Alcyonacea,18,-65
Alcyonacea,18,-64
Plexauridae,19,-65
Plexauridae,18,-65
Nicella deichmannae,18,-65
Nicella deichmannae,18,-66
Nicella deichmannae,18,-64
Nicella deichmannae,19,-65
Nicella,18,-65
Nicella,18,-66
Tanacetipathes barbadensis,18,-66
Tanacetipathes barbadensis,18,-64
Thelogorgia,18,-66
Thelogorgia,18,-64
Enallopsammia,30,-80
Enallopsammia,31,-80
Alcyonacea,28,-80
Hexactinellida,25,-80
Hexactinellida,30,-80
Keratoisididae,31,-80
Keratoisididae,30,-80
Javania,28,-80
Leiodermatium,25,-80
Nephtheidae,30,-80
Pachastrellidae,24,-81
Phakellia,25,-80
Plexauridae,30,-80
Porifera,24,-81
Porifera,30,-80
Porifera,31,-80
Primnoidae,25,-80
Stylaster,28,-80
Stylaster,25,-80
Stylasteridae,30,-80
Thecopsammia,26,-85
Acanthopathes cf. thyoides,28,-93
Stichopathes cf. pourtalesi,28,-94
Stichopathes cf. pourtalesi,28,-93
Stichopathes luetkeni,28,-93
Tanacetipathes cf. hirta,28,-93
Tanacetipathes hirta,28,-94
Dysidea,38,-124
Dysidea,38,-123
Euplectella,38,-123
Flabellum,38,-124
Balticina,38,-124
Iophon,38,-123
Poecillastra,38,-124
Polymastia,38,-123
Staurocalyptus,38,-124
Staurocalyptus,38,-123
Swiftia farallonesica,38,-124
Lophelia pertusa,-35,-52
Lophelia pertusa,-35,-53
Lophelia pertusa,-36,-53
Antipathidae,8,94
Antipathidae,10,94
Aphrocallistes beatrix,8,94
Coralliidae,8,94
Demospongiae,8,94
Demospongiae,10,94
Euplectella,8,94
Farrea,8,94
Alcyonacea,8,94
Alcyonacea,10,94
Hexactinellida,10,94
Hyalascus andamanensis,8,94
Hyalonema,10,94
Leiopathes,8,94
Paragorgiidae,8,94
Paragorgiidae,10,94
Pennatulacea,8,94
Pheronema,8,94
Pheronema,10,94
Polymastiidae,10,94
Viminella,11,94
Viminella,10,94
Acanthogorgia,18,-158
Acanthogorgia,19,-156
Acanthogorgiidae,18,-158
Anthomastus,18,-158
Anthomastus,26,-167
Anthomastus tahinodus,19,-158
Anthomastus tahinodus,26,-167
Pseudoanthomastus,23,-164
Pseudoanthomastus,26,-167
Anthoptilum,23,-164
Anthoptilum,24,-166
Anthoptilum,26,-167
Victorgorgia alba,18,-158
cf. Anthothelidae,21,-158
Aphanostichopathes,26,-167
Desmophyllum dianthus,26,-167
Desmophyllum dianthus,25,-170
cf. Ramuligorgia militaris,19,-157
cf. Ramuligorgia militaris,19,-158
cf. Ramuligorgia militaris,24,-166
cf. Ramuligorgia militaris,26,-167
Chrysogorgia cf. tricaulis,24,-166
Chrysogorgia cf. flavescens,19,-158
Chrysogorgia chryseis,23,-164
Chrysogorgia chryseis,24,-166
Chrysogorgia chryseis,25,-170
Chrysogorgia flavescens,24,-166
Chrysogorgia flavescens,26,-167
Chrysogorgia flavescens,25,-170
Chrysogorgia geniculata,26,-167
Chrysogorgia geniculata,25,-170
Chrysogorgia,19,-158
Chrysogorgia,26,-167
Chrysogorgia,25,-170
Chrysogorgia stellata,19,-158
Chrysogorgia stellata,23,-164
Chrysogorgia stellata,24,-166
Chrysogorgia stellata,26,-167
Chrysogorgiidae,18,-158
Chrysogorgiidae,23,-164
Chrysogorgiidae,26,-167
Iridogorgia bella,26,-167
Iridogorgia magnispiralis,26,-167
Iridogorgia,26,-167
Metallogorgia melanotrichos,18,-158
Metallogorgia melanotrichos,26,-167
Rhodaniridogorgia,26,-167
Chrysopathes,25,-170
Heteropathes cf. americana,24,-166
Heteropathes cf. americana,26,-167
Heteropathes cf. pacifica,26,-167
Heteropathes,26,-167
Trissopathes cf. tristicha,19,-158
Trissopathes cf. tristicha,26,-167
Trissopathes,20,-156
Trissopathes,24,-166
Trissopathes,25,-170
Abyssocladia cf. lakwollii,26,-167
Cladorhizidae,19,-158
Cladorhizidae,26,-167
Cladorhizidae,25,-170
Clavularia,18,-158
Coralliidae,18,-158
Coralliidae,26,-167
Hemicorallium laauense,19,-156
Hemicorallium,18,-158
Hemicorallium nr. laauense,24,-166
Hemicorallium nr. laauense,26,-167
Hemicorallium,26,-167
Pleurocorallium porcellanum,18,-158
Pleurocorallium porcellanum,19,-156
Pyloderma,24,-166
Balanophyllia,18,-158
Enallopsammia rostrata,18,-158
Amphidiscella,18,-158
Amphidiscella,24,-166
Bolosoma,19,-158
Bolosoma,24,-166
Bolosoma,26,-167
Bolosoma,25,-170
Bolosominae,19,-158
Bolosominae,24,-166
Bolosominae,26,-167
Bolosominae,25,-170
Corbitella,18,-158
Corbitella,19,-158
Corbitella,23,-164
Corbitellinae,19,-157
Corbitellinae,25,-170
Dictyaulus cf. starmeri,18,-158
Dictyaulus cf. starmeri,23,-164
Dictyaulus,18,-158
Dictyaulus,20,-156
Dictyaulus,23,-164
Euplectellidae,18,-158
Euplectellidae,23,-164
Euplectellidae,24,-166
Hyalostylus,25,-170
Regadrella,18,-158
Regadrella,20,-156
Regadrella,21,-158
Regadrella,19,-156
Regadrella,23,-164
Saccocalyx,19,-158
Walteria cf. leuckarti,19,-158
Walteria cf. leuckarti,23,-164
Walteria flemmingi,23,-164
Walteria leuckarti,23,-164
Walteria,23,-164
Chonelasmatinae,19,-157
Chonelasmatinae,19,-158
Chonelasmatinae,24,-166
Eurete,25,-170
Euretidae,19,-158
Euretidae,24,-166
Heterorete,19,-157
Heterorete,19,-156
Heterorete,23,-164
Lefroyella,23,-164
Aspidoscopulia,19,-157
Aspidoscopulia,23,-164
Aspidoscopulia,24,-166
Aspidoscopulia,26,-167
Farrea nr. occa,18,-158
Farrea nr. occa,23,-164
Farrea nr. occa,26,-167
Farrea nr. occa erecta,19,-157
Farrea nr. occa erecta,18,-158
Farrea nr. occa erecta,19,-158
Farrea nr. occa erecta,23,-164
Farrea nr. occa erecta,24,-166
Farrea nr. occa erecta,26,-167
Farrea,18,-158
Farrea,25,-170
Farreidae,18,-158
Farreidae,23,-164
Hydrodendron gorgonoide,21,-158
Hyalonema (Corynonema),19,-157
Hyalonema (Corynonema),18,-158
Hyalonema (Corynonema),19,-158
Hyalonema (Corynonema),23,-164
Hyalonema (Corynonema),26,-167
Hyalonema (Corynonema),25,-170
Acanella,24,-166
Acanella,26,-167
Acanella weberi,24,-166
Acanella weberi,26,-167
Bathygorgia cf. tasmaniensis,19,-157
Bathygorgia cf. tasmaniensis,19,-158
Bathygorgia cf. tasmaniensis,25,-170
Bathygorgia,24,-166
Bathygorgia,25,-170
Eknomisis,19,-157
Eknomisis,19,-158
Eknomisis,26,-167
Isidella trichotoma,24,-166
Isidella trichotoma,26,-167
Jasonisis,19,-158
Jasonisis,23,-164
Jasonisis,24,-166
Jasonisis,26,-167
Keratoisidinae,19,-157
Keratoisidinae,18,-158
Keratoisidinae,19,-158
Keratoisidinae,20,-156
Keratoisidinae,19,-156
Keratoisidinae,23,-164
Keratoisidinae,24,-166
Keratoisidinae,26,-167
Keratoisidinae,25,-170
Keratoisis flabellum,19,-156
Keratoisis,19,-157
Lepidisis,19,-157
Lepidisis,25,-170
Leiopathes annosa,20,-156
Myriopathes ulex,20,-156
Amphidiscophora,18,-158
Amphidiscophora,23,-164
Amphidiscophora,26,-167
Amphidiscophora,25,-170
Amphidiscosida,26,-167
Antipatharia,18,-158
Antipatharia,26,-167
Antipatharia,25,-170
Demospongiae,21,-158
Demospongiae,19,-156
Alcyonacea,19,-157
Alcyonacea,18,-158
Alcyonacea,19,-158
Alcyonacea,19,-156
Alcyonacea,24,-166
Alcyonacea,26,-167
Hexactinellida,19,-157
Hexactinellida,18,-158
Hexactinellida,19,-158
Hexactinellida,20,-156
Hexactinellida,19,-156
Hexactinellida,23,-164
Hexasterophora,18,-158
Hexasterophora,23,-164
Hexasterophora,24,-166
Hexasterophora,25,-170
Hydroidolina,23,-164
Hydroidolina,24,-166
Hydroidolina,26,-167
Lyssacinosida,18,-158
Lyssacinosida,19,-158
Lyssacinosida,20,-156
Lyssacinosida,25,-170
Pennatulacea,19,-157
Pennatulacea,26,-167
Porifera,19,-157
Porifera,18,-158
Porifera,19,-158
Porifera,20,-156
Porifera,19,-156
Porifera,21,-158
Porifera,23,-164
Porifera,24,-166
Porifera,26,-167
Porifera,25,-170
Scleractinia,18,-158
Scleractinia,26,-167
Stolonifera,18,-158
Stolonifera,23,-164
Stolonifera,24,-166
Stolonifera,26,-167
Madrepora oculata,18,-158
Madrepora oculata,21,-158
Paragorgia coralloides,26,-167
Paragorgia,18,-158
Paragorgia,26,-167
Paragorgiidae,26,-167
cf. Kulamanamana haumeaae,20,-156
Pheronematidae,19,-158
Pheronematidae,23,-164
Pheronematidae,25,-170
Poliopogon,19,-158
Poliopogon,24,-166
Poliopogon,26,-167
Poliopogon,25,-170
Semperella,19,-157
Semperella,19,-158
cf. Anthomuricea,18,-158
Paramuricea,18,-158
Plexauridae,18,-158
Plexauridae,23,-164
Swiftia,19,-156
Calyptrophora angularis,19,-158
Calyptrophora,19,-157
Calyptrophora,26,-167
Calyptrophora wyvillei,18,-158
Candidella gigantea,19,-157
Candidella gigantea,18,-158
Candidella gigantea,19,-158
Candidella gigantea,26,-167
cf. Paracalyptrophora,24,-166
Narella alata,18,-158
Narella alata,26,-167
Narella bowersi,19,-157
Narella bowersi,19,-158
Narella dichotoma,19,-157
Narella gigas,18,-158
Narella hawaiiensis,23,-164
Narella hawaiiensis,24,-166
Narella hawaiiensis,26,-167
Narella macrocalyx,24,-166
Narella macrocalyx,26,-167
Narella muzikae,26,-167
Narella,19,-157
Narella,26,-167
Paracalyptrophora,19,-156
Paracalyptrophora,26,-167
Primnoidae,19,-157
Primnoidae,18,-158
Primnoidae,26,-167
Bathydorus,18,-158
Caulophacus (Caulodiscus),19,-157
Caulophacus (Caulodiscus),18,-158
Caulophacus (Caulodiscus),19,-158
Caulophacus (Caulodiscus),23,-164
Caulophacus (Caulodiscus),24,-166
Caulophacus (Caulodiscus),26,-167
Caulophacus (Caulodiscus),25,-170
Caulophacus (n. subgenus),19,-158
Caulophacus (Oxydiscus),19,-157
Caulophacus (Oxydiscus),25,-170
Caulophacus,19,-157
Caulophacus,19,-158
Caulophacus,24,-166
Caulophacus,25,-170
Lanuginellinae,23,-164
Lanuginellinae,18,-158
Rossellidae,18,-158
Rossellidae,19,-158
Bathypathes cf. alternata,19,-157
Alternatipathes cf. alternata,19,-157
Alternatipathes cf. alternata,19,-158
Alternatipathes cf. alternata,23,-164
Alternatipathes cf. alternata,24,-166
Alternatipathes cf. alternata,26,-167
Bathypathes cf. conferta,20,-156
Bathypathes cf. conferta,19,-156
Bathypathes cf. conferta,24,-166
Bathypathes cf. patula,24,-166
Umbellapathes cf. tenuis,25,-170
Bathypathes,19,-157
Bathypathes,26,-167
Bathypathes,25,-170
Dendropathes bacotaylorae,20,-156
Dendropathes bacotaylorae,19,-156
Parantipathes cf. euantha,24,-166
Parantipathes cf. euantha,26,-167
Schizopathidae,19,-157
Schizopathidae,24,-166
Schizopathidae,26,-167
Schizopathidae,25,-170
Stauropathes cf. staurocrada,20,-156
Stauropathes,19,-157
Stauropathes,19,-158
Stauropathes,23,-164
Stauropathes,24,-166
Stauropathes,26,-167
Stauropathes,25,-170
Telopathes,19,-156
Umbellapathes cf. helioanthes,20,-156
Umbellapathes cf. helioanthes,19,-156
Umbellapathes helioanthes,26,-167
Umbellapathes,26,-167
Calibelemnon,19,-158
Sclerothamnopsis,25,-170
Tretopleura,18,-158
Tretopleura,19,-158
Tretopleura,23,-164
Tretopleura,24,-166
Tretopleura,26,-167
Poecillastra,19,-158
Poecillastra,19,-156
Callogorgia delta,29,-88
Callogorgia delta,28,-90
Leiopathes glaberrima,26,-85
Leiopathes glaberrima,27,-94
Clavularia,42,-125
Farrea occa,42,-125
Funiculina,42,-125
Gersemia,42,-125
