ScientificName,latitude,longitude
Hexactinella,42,-125
Holaxonia,42,-125
Parastenella ramosa,42,-125
Staurocalyptus,42,-125
Clavularia,41,-125
Farrea occa,41,-125
Gersemia,41,-125
Hexactinella,41,-125
Keratoisididae,42,-125
Keratoisididae,41,-125
Parastenella ramosa,41,-125
Staurocalyptus,41,-125
Clavularia,40,-125
Farrea occa,40,-125
Gersemia,40,-125
Heterochone calyx,40,-125
Holaxonia,40,-125
Paragorgia pacifica,40,-125
Parastenella ramosa,40,-125
Plexauridae,40,-125
Stylasteridae,40,-125
Swiftia pacifica,40,-125
Antipathes atlantica,30,-86
Antipathes furcata,30,-86
Hypnogorgia pendula,30,-86
Leptogorgia,29,-88
Plexauridae,30,-86
Stichopathes,30,-86
Tanacetipathes,30,-86
Tanacetipathes,29,-88
Thesea nivea,29,-88
Thesea parviflora,29,-88
Thesea parviflora,30,-86
Thesea parviflora,29,-86
Thesea rubra,30,-86
Villogorgia,29,-88
Villogorgia,30,-86
Bebryce cf.  cinerea,29,-86
Bebryce cf.  cinerea,29,-88
Bebryce cf.  cinerea,30,-86
Bebryce  cf. grandis,29,-86
Bebryce  cf. grandis,29,-88
Bebryce  cf. parastellata,29,-86
Bebryce  cf. parastellata,29,-88
Carijoa riisei,29,-88
Muriceides cf. hirta,29,-88
Nicella cf. americana,29,-88
Placogorgia cf. rudis,29,-88
Placogorgia cf. rudis,29,-86
Placogorgia rudis,29,-86
Placogorgia,30,-86
Placogorgia tenuis,30,-86
Scleracis cf. guadalupensis,29,-88
Scleracis cf. guadalupensis,29,-86
Scleracis,29,-86
Thesea cf. citrina,29,-88
Thesea cf. granulosa,29,-86
Thesea cf. guadalupensis,30,-86
Thesea cf. hebes,30,-86
Thesea cf. parviflora,29,-86
Villogorgia nigrescens,29,-88
Villogorgia nigrescens,29,-86
Conopora candelabrum,-23,168
Conopora verrucosa,-72,-16
Fungiacyathus (Bathyactis) crispus,32,-16
Phacelocyathus flos,17,-88
Phyllangia pequegnatae,20,-92
Crypthelia affinis,26,-20
Polycyathus,-22,-40
Pourtalocyathus hispidus,15,-61
Stylaster,-12,-180
Errina atlantica,38,-27
Stenocyathus vermiformis,32,-79
Crypthelia glebulenta,0,-90
Distichopora laevigranulosa,0,-90
Crypthelia dactylopoma,0,-90
Crypthelia lacunosa,0,-90
Stylaster divergens,-1,-90
Anthothela argentea,-48,-75
Anthothela argentea,0,-90
Heterogorgia verrucosa,31,-114
Oculina profunda,38,-123
Oculina profunda,36,-122
Errina macrogastra,-1,-89
Stenohelia concinna,-1,-89
Stylaster erubescens britannicus,64,-11
Oculina profunda,-1,-89
Stylaster erubescens groenlandicus,66,-26
Errina gracilis,-71,-88
Crypthelia pudica,-2,130
Stenohelia tiliata,6,121
Stenohelia umbonata,2,125
Stylaster eximius minor,-2,118
Stylaster multiplex,5,120
Stylaster stellulatus,-16,-146
Conopora verrucosa,2,125
Crypthelia balia,-2,130
Crypthelia platypoma,0,130
Crypthelia ramosa,2,125
Lepidotheca horrida,0,129
Pseudocrypthelia pachypoma,0,129
Echinogorgia aurantiaca,-2,131
Distichopora violacea,-10,-168
Stylaster eximius f. irregularis,-8,119
Lepidotheca ramosa,-11,124
Stylaster bilobatus,-11,124
Kophobelemnon hispidum,22,-158
Fungiacyathus (Fungiacyathus) fragilis,22,-158
Crypthelia,-2,-90
Errina macrogastra,-2,-90
Pliobothrus,-2,-90
Stenohelia concinna,-2,-90
Stylaster galapagensis,-2,-90
Stylaster marenzelleri,-2,-90
Crypthelia cf. dactylopoma,-2,-90
Lepidotheca macropora,-2,-90
Crypthelia japonica,32,129
Crypthelia japonica,30,130
Crypthelia japonica,35,140
Distichopora,30,130
Lepidopora,30,130
Stylaster norvegicus,47,144
Stylaster,30,130
Stylaster,45,141
Errinopora,41,140
Errinopora stylifera,47,144
Errinopora stylifera,43,140
Stylaster boreopacificus,47,144
Dendrobathypathes fragilis,33,136
Kophobelemnon hispidum,33,132
Kophobelemnon hispidum,33,136
Virgularia cystiferum,47,144
Deltocyathoides orientalis,35,139
Letepsammia formosissima,33,129
Distichopora irregularis,7,126
Distichopora,7,126
Stylaster,22,117
Stylaster,13,122
Stylaster,19,122
Stylaster,6,121
Conopora,9,126
Deltocyathoides orientalis,14,120
Deltocyathoides orientalis,22,118
Deltocyathoides orientalis,6,121
Deltocyathoides orientalis,8,122
Deltocyathoides orientalis,5,120
Deltocyathoides orientalis,12,124
Deltocyathoides orientalis,14,121
Deltocyathoides orientalis,22,117
Deltocyathoides orientalis,13,122
Deltocyathoides orientalis,22,116
Deltocyathus andamanicus,14,120
Letepsammia formosissima,22,116
Letepsammia formosissima,14,120
Peponocyathus folliculus,14,120
Peponocyathus minimus,6,121
Peponocyathus minimus,22,116
Crypthelia pudica,10,121
Crypthelia,10,121
Crypthelia,4,119
Crypthelia,6,120
Lepidopora,12,124
Stylaster,8,117
Stylaster,5,119
Stylaster,6,120
Stylaster,-6,120
Stylaster,9,124
Stylaster,4,119
Conopora,4,119
Conopora,6,121
Conopora,6,120
Paraerrina decipiens,12,124
Pseudocrypthelia pachypoma,6,120
Stenohelia minima,4,119
Chrysogorgia chryseis,-2,128
Echinogorgia,8,117
Echinogorgia,-4,123
Deltocyathoides orientalis,13,123
Deltocyathoides orientalis,9,124
Deltocyathoides orientalis,4,118
Deltocyathoides orientalis,4,119
Deltocyathoides orientalis,11,124
Deltocyathoides orientalis,6,120
Deltocyathus andamanicus,9,123
Deltocyathus andamanicus,10,124
Deltocyathus andamanicus,11,124
Javania fusca,-2,128
Javania fusca,4,119
Letepsammia formosissima,14,122
Letepsammia formosissima,12,124
Letepsammia formosissima,13,122
Peponocyathus folliculus,4,119
Peponocyathus folliculus,5,120
Errina gracilis,-65,107
Lepidopora sarmentosa,-65,107
Distichopora borealis japonica,35,140
Pourtalocyathus hispidus,19,-66
Schizocyathus fissilis,19,-66
Schizocyathus fissilis,20,-65
Schizocyathus fissilis,19,-65
Distichopora borealis japonica,33,140
Distichopora,33,140
Stylaster lonchitis,-5,39
Ptilosarcus undulatus,25,-112
Telesto californica,33,-117
Telesto nuttingi,32,-119
Stylaster nobilis,-35,20
Errinopora stylifera,46,141
Stylaster bithalamus,-33,18
Echinogorgia russelli,11,165
Phyllangia americana mouchezii,28,-83
Phyllangia americana mouchezii,27,-83
Distichopora violacea,8,144
Distichopora violacea,7,134
Distichopora violacea,7,135
Paraplexaura asper,34,135
Schizocyathus fissilis,17,-83
Errina antarctica,-52,-66
Errina antarctica,-53,-59
Errina antarctica,-53,-67
Errina cooki,-41,175
Errina fissurata,-67,93
Errina fissurata,-72,172
Errina fissurata,-66,110
Errina gracilis,-72,172
Errina laterorifa,-66,110
Errina laterorifa,-72,172
Inferiolabiata labiata,-66,110
Inferiolabiata labiata,-72,172
Schizocyathus fissilis,-57,-35
Schizocyathus fissilis,10,-80
Stenohelia maderensis,16,-23
Cheiloporidion pulvinatum,-57,-67
Conopora verrucosa,-57,-67
Conopora verrucosa,-45,-51
Crypthelia vascomarquesi,31,-29
Errina antarctica,-54,-66
Errina antarctica,-53,-66
Errina boschmai,-63,-61
Errina laterorifa,-74,-179
Inferiolabiata labiata,-72,-16
Lepidopora sarmentosa,-72,-16
Pliobothrus gracilis,31,-29
Sporadopora dichotoma,-57,-67
Stylaster erubescens meteorensis,30,-28
Stylaster lonchitis,-6,39
Errina sinuosa,-32,-179
Inferiolabiata spinosa,-32,-179
Lepidopora cryptocymas,-32,-179
Schizocyathus fissilis,12,-62
Stenocyathus vermiformis,-39,172
Lepidopora,-51,-54
Stylaster,-55,-56
Cheiloporidion pulvinatum,-39,-55
Conopora verrucosa,-51,-54
Conopora verrucosa,-55,-66
Conopora verrucosa,-55,-56
Conopora verrucosa,-55,-63
Crypthelia formosa,-55,-66
Crypthelia formosa,-55,-56
Errina antarctica,-44,-60
Errina antarctica,-55,-66
Errina antarctica,-44,-75
Errina chathamensis,-44,-175
Errina cyclopora,-55,-56
Errina novaezelandiae,-46,166
Errinopora cestoporina,-55,-66
Inferiolabiata labiata,-50,-54
Inferiolabiata lowei,-55,-60
Inferiolabiata lowei,-46,166
Lepidopora granulosa,-55,-63
Lepidopora granulosa,-51,-54
Lepidopora granulosa,-55,-56
Lepidopora granulosa,-55,-66
Lepidotheca fascicularis,-55,-66
Lepidotheca fascicularis,-55,-56
Lepidotheca inconsuta,-55,159
Sporadopora dichotoma,-50,-54
Sporadopora dichotoma,-55,-60
Sporadopora,-55,-63
Sporadopora,-55,-56
Stylaster densicaulis,-55,-66
Stylaster densicaulis,-55,-63
Oxysmilia rotundifolia,27,-77
Oxysmilia rotundifolia,21,-74
Pourtalocyathus hispidus,25,-78
Pourtalocyathus hispidus,24,-75
Schizocyathus fissilis,25,-77
Schizocyathus fissilis,25,-78
Solenosmilia australis,-47,-76
Adelopora pseudothyron,-60,-69
Calyptopora reticulata,-50,179
Conopora laevis,-38,179
Conopora verrucosa,-54,-56
Errina antarctica,-54,-65
Errina antarctica,-56,-66
Errina antarctica,-56,-71
Errina antarctica,-54,-64
Errina australis,-48,179
Errina gracilis,-60,-69
Errina laterorifa,-65,-66
Errina novaezelandiae,-44,168
Errina,-60,-69
Errinopsis fenestrata,-60,-69
Errinopsis reticulum,-54,-64
Inferiolabiata labiata,-54,-56
Inferiolabiata lowei,-60,-69
Lepidopora diffusa,-33,28
Sporadopora dichotoma,-53,-59
Stylaster densicaulis,-54,-56
Stylaster eguchii,-50,179
Pourtalocyathus hispidus,30,-88
Solenosmilia variabilis,-60,-69
Solenosmilia variabilis,63,-28
Stenocyathus vermiformis,-50,179
Distichopora dispar,-51,166
Stylaster robustus,-55,-38
Stylaster,-55,-38
Stylaster,11,94
Conopora laevis,-43,-179
Conopora verrucosa,-61,-43
Conopora verrucosa,-55,-38
Conopora verrucosa,-52,-57
Conopora verrucosa,-56,-66
Conopora verrucosa,-51,166
Crypthelia studeri,-51,166
Errina bicolor,-52,166
Errina boschmai,-63,-56
Errina boschmai,-55,-38
Errina boschmai,-54,-37
Errina boschmai,-55,-39
Errina chathamensis,-43,-179
Errina gracilis,-56,-66
Errina gracilis,-61,-43
Errina gracilis,-55,-38
Errina reticulata,-53,161
Errina,-56,-66
Errina,-55,-38
Errinopora cestoporina,-56,-66
Inferiolabiata labiata,-56,-66
Inferiolabiata labiata,-55,-39
Inferiolabiata labiata,-54,-37
Inferiolabiata labiata,-55,-38
Inferiolabiata labiata,-62,-45
Inferiolabiata lowei,-55,-38
Inferiolabiata lowei,-56,-66
Inferiolabiata,-55,-38
Lepidopora dendrostylus,-43,-179
Lepidopora granulosa,-56,-66
Lepidotheca fascicularis,-55,-38
Sporadopora dichotoma,-55,-38
Sporadopora micropora,-51,166
Stylaster densicaulis,-56,-66
Stylaster eguchii,-51,166
Stylaster eguchii,-53,161
Stylaster eguchii,-43,-179
Cupressopathes abies,8,98
Echinogorgia,27,56
Pourtalocyathus hispidus,24,-80
Stenocyathus vermiformis,-43,-179
Stenocyathus vermiformis,0,-44
Distichopora dispar,-49,164
Lepidopora,-3,41
Stylaster lonchitis,-3,41
Stylaster robustus,-61,-41
Stylaster robustus,-61,-57
Stylaster robustus,-60,-47
Stylaster,-25,35
Stylaster,-17,43
Stylaster,11,52
Stylaster,12,51
Stylaster,-55,-130
Stylaster,-20,36
Stylaster,-3,41
Adelopora pseudothyron,-55,-130
Calyptopora reticulata,-51,168
Calyptopora reticulata,-49,167
Conopora verrucosa,-61,-56
Conopora verrucosa,-61,-57
Conopora verrucosa,-55,-130
Conopora verrucosa,-61,-41
Conopora verrucosa,-51,168
Conopora verrucosa,-61,-53
Conopora verrucosa,-61,-54
Conopora verrucosa,-49,167
Conopora verrucosa,-49,164
Conopora verrucosa,11,52
Crypthelia micropoma,-3,41
Errina antarctica,-53,-75
Errina antarctica,-55,-65
Errina bicolor,-51,166
Errina boschmai,-61,-57
Errina cheilopora,-51,168
Errina fissurata,-61,-57
Errina gracilis,-55,-130
Errina gracilis,-61,-54
Errina gracilis,-61,-57
Errina laevigata,-49,167
Errina laterorifa,-61,-57
Errina laterorifa,-61,-60
Errina,-61,-53
Errina,-61,-57
Errina,-55,-130
Errinopsis reticulum,-55,-65
Inferiolabiata labiata,-60,-35
Inferiolabiata labiata,-61,-57
Inferiolabiata labiata,-61,-54
Inferiolabiata labiata,-61,-41
Inferiolabiata lowei,-49,167
Inferiolabiata,-61,-57
Inferiolabiata spinosa,-3,41
Paraerrina decipiens,-3,41
Sporadopora dichotoma,-61,-53
Sporadopora dichotoma,-61,-56
Sporadopora dichotoma,-61,-54
Sporadopora dichotoma,-55,-65
Sporadopora micropora,-49,164
Stenohelia venusta,-3,41
Stylaster densicaulis,-55,-65
Stylaster eguchii,-51,168
Stylaster eguchii,-49,167
Aphanipathes cf. sarothamnoides,12,51
Bathypathes cf. alternata,-65,-88
Cupressopathes abies,-19,37
Cupressopathes cf. abies,11,51
Errina cf. gracilis,-43,-98
Deltocyathoides orientalis,-30,32
Labyrinthocyathus langae,29,-80
Letepsammia formosissima,-30,32
Letepsammia formosissima,-29,32
Pourtalocyathus hispidus,28,-79
Pourtalocyathus hispidus,30,-80
Schizocyathus fissilis,28,-80
Solenosmilia variabilis,-55,-130
Solenosmilia variabilis,-61,-41
Stenocyathus vermiformis,-50,164
Stenocyathus vermiformis,-51,168
Stenocyathus vermiformis,26,-80
Stenocyathus vermiformis,30,-80
Stenocyathus vermiformis,-43,-98
Crypthelia,-52,-142
Stenohelia,-9,-35
Calyptopora reticulata,-50,178
Calyptopora reticulata,-56,158
Calyptopora reticulata,-52,161
Calyptopora reticulata,-48,-179
Calyptopora reticulata,-54,159
Calyptopora reticulata,-51,162
Conopora,-9,-35
Conopora verrucosa,-51,162
Conopora verrucosa,-56,158
Conopora verrucosa,-52,161
Crypthelia curvata,-34,172
Crypthelia fragilis,-52,-142
Crypthelia fragilis,-51,162
Errina cheilopora,-52,161
Errina cheilopora,-51,162
Errina gracilis,-56,158
Errina gracilis,-54,159
Errina kerguelensis,-67,163
Errina kerguelensis,-67,162
Errina laevigata,-51,162
Errina laterorifa,-54,159
Errina reticulata,-54,159
Inferiolabiata cervicornis,-34,172
Inferiolabiata labiata,-52,-142
Inferiolabiata labiata,-49,176
Lepidopora cryptocymas,-34,172
Lepidopora dendrostylus,-53,173
Lepidopora polystichopora,-34,172
Lepidopora sarmentosa,-51,162
Lepidopora symmetrica,-34,172
Lepidotheca fascicularis,-56,158
Lepidotheca fascicularis,-51,162
Lepidotheca fascicularis,-52,161
Lepidotheca fascicularis,-54,159
Lepidotheca inconsuta,-56,158
Lepidotheca inconsuta,-54,159
Lepidotheca,-54,159
Sporadopora mortenseni,-34,172
Stylaster eguchii,-51,162
Dendrobathypathes isocrada,-52,161
Fungiacyathus (Fungiacyathus) fragilis,-51,162
Pourtalocyathus hispidus,27,-78
Pourtalocyathus hispidus,26,-78
Solenosmilia variabilis,-54,159
Solenosmilia variabilis,-42,175
Solenosmilia variabilis,-52,161
Solenosmilia variabilis,-56,158
Stenocyathus vermiformis,-51,162
Stenocyathus vermiformis,26,-79
Stenocyathus vermiformis,28,-79
Distichopora,-26,167
Lepidopora,-54,-52
Stylaster imbricatus,-38,179
Stylaster imbricatus,-36,-134
Stylaster profundus,-54,-39
Stylaster,-54,-140
Adelopora fragilis,-26,167
Adelopora pseudothyron,-46,-84
Adelopora pseudothyron,-54,-52
Conopora,-55,-56
Conopora verrucosa,-54,-39
Conopora verrucosa,-54,-52
Conopora verrucosa,-61,-40
Conopora verrucosa,-53,-76
Conopora verrucosa,-55,-57
Crypthelia formosa,-54,-39
Crypthelia formosa,-54,-52
Crypthelia polypoma,-26,167
Errina antarctica,-55,-57
Errina boschmai,-54,-39
Errina boschmai,-65,-63
Errina chathamensis,-42,175
Errina gracilis,-55,-56
Errina gracilis,-54,-39
Errina gracilis,-54,-52
Errina gracilis,-54,-140
Errina kerguelensis,-54,-140
Errina,-55,-57
Errina,-54,-140
Errinopora cestoporina,-55,-57
Inferiolabiata labiata,-54,-39
Inferiolabiata labiata,-54,-140
Inferiolabiata labiata,-55,-57
Inferiolabiata labiata,-64,-53
Inferiolabiata labiata,-62,-54
Inferiolabiata lowei,-54,-39
Inferiolabiata lowei,-55,-57
Inferiolabiata,-55,-56
Inferiolabiata,-54,-52
Lepidopora acrolophos,-54,-39
Lepidopora granulosa,-55,-57
Lepidopora granulosa,-54,-52
Lepidopora polystichopora,-26,167
Lepidotheca chauliostylus,-26,167
Lepidotheca fascicularis,-54,-39
Lepidotheca,-54,-52
Paraconopora anthohelia,-26,167
Pseudocrypthelia pachypoma,-26,167
Sporadopora dichotoma,-55,-57
Sporadopora dichotoma,-54,-39
Sporadopora,-54,-52
Stellapora echinata,-55,-57
Stellapora echinata,-55,-56
Stylaster densicaulis,-55,-57
Stylaster densicaulis,-54,-39
Stylaster densicaulis,-54,-52
Bathypathes cf. alternata,-64,-115
Dendrobathypathes grandis,-54,-39
Heteropathes,-37,-130
Lepidisis longiflora,10,-76
Fungiacyathus (Fungiacyathus) fragilis,-44,168
Peponocyathus folliculus,32,-17
Stenocyathus vermiformis,-54,-140
Distichopora,-7,72
Stylaster,-47,148
Stylaster,-50,179
Calyptopora reticulata,-47,166
Conopora laevis,-37,177
Conopora verrucosa,-50,179
Conopora verrucosa,-47,148
Conopora verrucosa,-47,166
Crypthelia fragilis,-50,179
Crypthelia studeri,-50,179
Errina bicolor,-54,159
Errina cheilopora,-54,159
Errina cheilopora,-50,179
Errina cheilopora,-46,166
Errina fissurata,-71,172
Errina fissurata,-72,170
Errina fissurata,-73,171
Errina fissurata,-75,-176
Errina fissurata,-75,-175
Errina fissurata,-72,171
Errina gracilis,-75,-176
Errina gracilis,-71,172
Errina laterorifa,-71,172
Errina laterorifa,-75,-176
Errina laterorifa,-73,171
Errina,-50,179
Inferiolabiata labiata,-75,-176
Inferiolabiata labiata,-71,172
Inferiolabiata labiata,-74,-179
Inferiolabiata labiata,-72,171
Inferiolabiata labiata,-73,171
Inferiolabiata labiata,-73,172
Inferiolabiata labiata,-68,-180
Inferiolabiata labiata,-73,178
Inferiolabiata labiata,-50,179
Inferiolabiata spinosa,-47,166
Lepidopora sarmentosa,-47,148
Lepidopora sarmentosa,-64,178
Lepidotheca fascicularis,-50,179
Stylaster eguchii,-47,166
Ptilosarcus undulatus,8,-80
Schizocyathus fissilis,26,-79
Schizocyathus fissilis,21,-86
Solenosmilia variabilis,43,-28
Solenosmilia variabilis,43,-29
Trochocyathus,43,-28
Stylaster horologium,-34,172
Stylaster horologium,-32,168
Stylaster imbricatus,-32,168
Stylaster imbricatus,-34,172
Stylaster,-32,168
Adelopora crassilabrum,-34,172
Adelopora crassilabrum,-32,168
Adelopora fragilis,-32,168
Calyptopora reticulata,-55,170
Conopora candelabrum,-32,168
Conopora laevis,-35,172
Conopora tetrastichopora,-34,172
Conopora verrucosa,-55,170
Conopora verrucosa,-34,172
Crypthelia cymas,-32,168
Crypthelia fragilis,-55,170
Crypthelia robusta,-32,168
Crypthelia studeri,-55,170
Errina dendyi,-32,168
Errina fissurata,-75,-177
Errina fissurata,-76,-165
Errina fissurata,-73,174
Errina fissurata,-72,173
Errina fissurata,-76,-169
Errina gracilis,-76,-165
Errina gracilis,-76,-169
Errina laterorifa,-76,-169
Errina laterorifa,-73,174
Errina laterorifa,-76,-165
Errina laterorifa,-75,-177
Errina laterorifa,-72,173
Errina laterorifa,-73,177
Errina,-32,168
Inferiolabiata labiata,-76,-165
Inferiolabiata labiata,-75,-177
Inferiolabiata labiata,-76,-169
Inferiolabiata labiata,-72,173
Inferiolabiata labiata,-74,178
Inferiolabiata labiata,-73,-180
Inferiolabiata labiata,-73,177
Inferiolabiata labiata,-72,175
Inferiolabiata labiata,-76,-173
Inferiolabiata labiata,-73,174
Inferiolabiata labiata,-74,-178
Inferiolabiata,-76,-169
Inferiolabiata spinosa,-32,168
Lepidopora cryptocymas,-32,168
Lepidopora polystichopora,-34,171
Lepidopora polystichopora,-32,168
Lepidotheca altispina,-32,168
Lepidotheca chauliostylus,-32,168
Lepidotheca fascicularis,-55,170
Leptohelia microstylus,-33,168
Stephanohelia praecipua,-32,168
Narella bellissima,44,-9
Errina cf. fissurata,-76,-169
Ptilosarcus undulatus,-3,-80
Ptilosarcus undulatus,16,-99
Phacelocyathus flos,17,-78
Pourtalocyathus hispidus,24,-79
Schizocyathus fissilis,24,-80
Stenocyathus vermiformis,21,-86
Stenocyathus vermiformis,43,-10
Errina antarctica,-51,-76
Errina antarctica,-54,-60
Errina aspera,36,-6
Errina chathamensis,-43,177
Errina chathamensis,-44,-176
Lepidotheca,-28,154
Pourtalocyathus hispidus,14,-61
Pourtalocyathus hispidus,18,-63
Stenocyathus vermiformis,36,-6
Stenocyathus vermiformis,13,-61
Errina antarctica,-54,-71
Errina chathamensis,-44,179
Errina chathamensis,-44,176
Errina cheilopora,-44,176
Stylaster eguchii,-44,176
Labyrinthocyathus langae,31,-78
Pourtalocyathus hispidus,18,-78
Stenocyathus vermiformis,44,-4
Distichopora,7,134
Pliobothrus,38,-26
Pliobothrus symmetricus,37,-25
Calyptopora reticulata,-54,172
Crypthelia affinis,40,-31
Errina antarctica,-55,-64
Errina atlantica,38,-26
Errina dabneyi,38,-29
Errina fissurata,-62,-59
Errinopsis reticulum,-55,-64
Inferiolabiata lowei,-55,-65
Letepsammia cf. formosissima,-32,168
Solenosmilia variabilis,48,-8
Solenosmilia variabilis,39,-32
Stenocyathus vermiformis,39,-28
Stenocyathus vermiformis,37,-25
Stenocyathus vermiformis,25,-81
Stylaster ibericus,44,-9
Errina,-65,-64
Inferiolabiata labiata,-76,-170
Letepsammia formosissima,-10,128
Letepsammia formosissima,7,109
Stenocyathus vermiformis,44,-9
Pliobothrus symmetricus,49,-10
Stylaster imbricatus,-40,178
Stylaster,22,118
Conopora laevis,-40,178
Errina boschmai,-65,-65
Errina boschmai,-65,-64
Errina,-65,-65
Stylaster brunneus,-32,159
Stylaster erubescens britannicus,49,-10
Fungiacyathus (Fungiacyathus) fragilis,49,-11
Solenosmilia variabilis,49,-11
Stenocyathus vermiformis,22,118
Stenocyathus vermiformis,27,-79
Stylaster sinuosus,-30,-178
Stylaster sinuosus,-29,-178
Stylaster,-33,-180
Stylaster,-31,-179
Conopora laevis,-35,179
Conopora laevis,-29,-178
Conopora laevis,-31,-178
Conopora verrucosa,-29,-178
Crypthelia stenopoma,-29,-178
Errina sinuosa,-30,-179
Errina sinuosa,-29,-178
Errina sinuosa,-31,-179
Deltocyathus andamanicus,-8,40
Stylaster erubescens groenlandicus,62,-27
Stylaster kenti,-29,32
Conopora gigantea,-32,167
Conopora verrucosa,-32,167
Crypthelia robusta,-32,167
Errina boschmai,-53,-43
Errina boschmai,-54,-38
Errina boschmai,-55,-35
Errina boschmai,-55,-37
Inferiolabiata labiata,-54,-38
Inferiolabiata labiata,-55,-34
Inferiolabiata labiata,-55,-35
Inferiolabiata lowei,-55,-35
Inferiolabiata lowei,-55,-34
Inferiolabiata lowei,-29,168
Lepidopora granulosa,-53,-43
Lepidotheca robusta,-32,167
Sporadopora dichotoma,-55,-35
Stephanohelia praecipua,-29,168
Stylaster brunneus,-29,168
Leiopathes glaberrima,59,-31
Leiopathes glaberrima,60,-30
Pourtalocyathus hispidus,27,-79
Schizocyathus fissilis,27,-79
Solenosmilia variabilis,62,-27
Errina,-37,52
Peponocyathus folliculus,21,-158
Crypthelia,-12,47
Crypthelia,-11,47
Crypthelia,-13,45
Distichopora,-12,45
Lepidopora,-32,167
Stenohelia,-12,46
Stenohelia,-13,45
Stenohelia,-12,47
Calyptopora reticulata,-29,168
Crypthelia robusta,-33,167
Errina,-11,47
Inferiolabiata africana,-31,30
Inferiolabiata spinosa,-35,173
Lepidotheca altispina,-33,178
Phalangopora regularis,-12,46
Stylaster brunneus,-30,168
Systemapora ornata,-29,168
Solenosmilia variabilis,-31,31
Stylaster griseus,-34,27
Stylaster sinuosus,-27,159
Stylaster,-33,156
Stylaster tenisonwoodsi,12,124
Calyptopora reticulata,-54,171
Conopora tetrastichopora,-34,174
Conopora verrucosa,-54,171
Crypthelia cryptotrema,-23,167
Crypthelia studeri,-53,173
Errina sinuosa,-33,156
